,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
We Party Hearty - Live,41qqNL5teurNddHt6ZNzA5,0.056,0.532,351744,0.877,0.0,8,0.366,-10.382,1,0.119,105.558,0.509
Dangerous Levels of Introspection - Live in Studio,2c4MHTOFNLzNQTzWAP0pTh,0.934,0.485,266187,0.188,0.0,7,0.0736,-11.016,1,0.0404,138.796,0.36
Porteños,3pzMlUXI8uMEuqu183EY0w,0.702,0.595,162587,0.394,0.0928,9,0.0695,-7.359,0,0.0494,135.945,0.475
Feels This Good,1TytykMo9zFzNdRbqTxfep,0.0273,0.629,190609,0.917,0.0,6,0.521,-2.095,0,0.0964,124.024,0.627
La Lagartija,4yDiXlGebNtN2mP58zPyUL,0.584,0.738,148333,0.599,0.0,1,0.0425,-7.283,1,0.281,99.194,0.836
Libertad - Versión comentada,5CmYdQSGJrWNKjUdo5Y6s4,0.389,0.523,58625,0.559,0.0,9,0.413,-14.034,1,0.242,94.195,0.912
Royal Rumble (Se Van),6vbBeine7SvXpvLOcQUEWF,0.247,0.826,376027,0.82,0.0,11,0.106,-4.99,0,0.242,93.994,0.764
"Gangsta Art (Yo Gotti, Moneybagg Yo feat. 42 Dugg, EST Gee, Mozzy, Lehla Samia, Blac Youngsta)",63u4taM8CTklMQhrcV3via,0.135,0.492,298411,0.713,0.0,8,0.171,-6.926,1,0.434,150.723,0.272
El Mejor Día Del Año,1O4oJxeeu5alzp2MLBDn65,0.19,0.746,224827,0.885,2.65e-06,2,0.038,-5.815,1,0.11,110.012,0.662
My Dream,60NJCs5aW9t957nuVa3Aqc,0.299,0.483,231529,0.671,0.0,11,0.214,-4.669,1,0.0354,84.929,0.841
Bumerang,5OAIDWC6OWeJFGS3KZPkLF,0.389,0.589,192547,0.578,7.84e-05,2,0.188,-7.062,1,0.0347,135.929,0.0772
FREAK,1PBzMg3btyUnfO5YSWYOPK,0.0824,0.744,237359,0.93,0.556,4,0.0912,-3.969,0,0.0343,127.051,0.973
Muñeca,0qB0HdhVo6ws7n4XN54zhT,0.163,0.799,214587,0.86,0.0,10,0.366,-5.731,0,0.0731,119.997,0.576
Bailando,5Ma7gdR26nKGwGPOVobufm,0.0232,0.746,229248,0.849,1.87e-05,9,0.0454,-5.709,0,0.0562,124.012,0.85
Solo Pienso En Ti,5cEoFnnpBsqzkDbvdyUYZX,0.462,0.631,163802,0.753,0.0,7,0.158,-5.797,1,0.0455,175.967,0.817
MUJER,5vbETbKQMreGZcwdlAeDdd,0.236,0.745,160884,0.751,0.0,10,0.183,-6.142,0,0.0586,94.045,0.765
Perfect For You,0CUbGs61barxaLWZkSm8EO,0.315,0.802,216840,0.632,2.68e-06,9,0.0645,-6.258,1,0.142,102.026,0.409
Blue Sky In Your Head,1kwOE8ZyyH5VarwVYGIqKL,0.0835,0.603,276120,0.629,0.104,5,0.349,-7.967,1,0.0351,124.994,0.448
Intro - The Last,2cMyMGCgJB2k3HryFl199K,0.00462,0.721,84467,0.431,6.14e-06,7,0.245,-15.896,1,0.125,129.974,0.721
Intro (Live at Humphrey's),5EyGalmqbck45XQeMUhp85,0.000197,0.188,70432,0.334,0.0427,2,0.624,-11.971,1,0.0498,129.727,0.134
Si No Te Quiere - Live,7nsgkt0DoLV9qCMJc7tJS6,0.0467,0.6,204182,0.747,0.0,9,0.213,-6.478,0,0.114,184.327,0.378
Gone Are The Days (feat. James Gillespie),2xqAKNirOkGmtvcD6rvifZ,0.355,0.528,196667,0.453,1.06e-06,4,0.104,-9.398,1,0.0396,119.761,0.281
Tal Para Cual,1CLAyeJvONXP2p9AcLB3gP,0.437,0.479,158748,0.48,0.0,9,0.151,-7.158,1,0.0473,104.836,0.532
Hey Baby,0BRexss1xFwPWOuNpy0qIv,0.000223,0.447,189847,0.95,6.88e-06,6,0.115,-3.824,1,0.0651,184.042,0.756
Culture,2hn34k0T2t6q83jbqBs25J,0.0942,0.729,89365,0.322,0.758,8,0.109,-13.117,0,0.134,171.964,0.489
3 meses,6end0etAvMxWeSGwCwk1gR,0.253,0.808,126632,0.552,8.14e-06,6,0.105,-10.1,0,0.0622,94.971,0.827
Dispárame,3JLJldmJfBkupHx62FroUM,0.00855,0.747,206613,0.71,0.0,2,0.108,-5.526,1,0.0594,111.931,0.194
Aloha (Bienvenida),1DjWHy3uy7vJYPnQem3n9A,0.288,0.745,74855,0.593,0.000835,2,0.0624,-10.396,0,0.0681,154.012,0.972
Canción para Mi Muerte,7k0q1k52nXzGy9xQgSDaGR,0.648,0.457,215907,0.278,3.88e-06,0,0.101,-18.051,1,0.0339,130.832,0.483
La Muralla Verde,3N349nLDxVXLi56impQkYG,0.0726,0.739,162680,0.859,2.6e-06,8,0.387,-6.086,0,0.0279,129.779,0.9
No Me Medire,0U0loFFxi3qNHaC2YR5aEG,0.281,0.747,184241,0.504,0.652,11,0.0463,-12.892,0,0.0567,79.975,0.79
Ladies Night,0ikoEl34hpTIsyqWiw7s5U,0.0209,0.639,188107,0.955,0.00319,11,0.146,-2.797,1,0.0564,111.964,0.761
Intro,2SvcpsZrXow43sqwYxNVhu,0.814,0.237,17627,0.172,0.989,3,0.107,-18.897,1,0.0454,53.874,0.184
La Ladrona,4N5cMOntGy6PJIgZaHEKeX,0.103,0.699,328720,0.912,0.577,4,0.317,-7.657,0,0.0634,138.981,0.963
¿Qué Ha Sido De Ti?,10DVaINeZkqXwjWCdwNtVh,0.246,0.75,197760,0.529,0.000947,11,0.0946,-11.835,1,0.0789,125.039,0.815
La Caída y la Gloria,5A1tWza8ztAzZSgvhZzdXe,0.0382,0.303,137000,0.972,1.02e-06,9,0.916,-2.486,1,0.128,187.582,0.687
Prologue: Into The Woods,5mJcu6XoLf0uiYMjpVL3hs,0.781,0.634,826251,0.38,0.0,10,0.238,-9.857,0,0.263,133.512,0.535
Skylight,0kwBCyPQMZVdqpqhcv50JA,0.0411,0.524,240449,0.566,0.0,1,0.25,-5.443,1,0.0364,159.914,0.362
Same Heartbreak Different Day,1S3ILRGQvfcQnY37KT8wzF,0.0685,0.778,188975,0.544,5.59e-05,7,0.111,-7.986,1,0.0495,122.043,0.47
Cuando Respiro en Tu Boca,6oSUfQvTz9BtMcgdnOjV6v,0.106,0.59,221627,0.529,0.0109,5,0.0933,-12.115,1,0.0267,103.032,0.332
"Intro (feat. Alex Santos, Valentino Santos & Solano Santos)",1O5HGqTyQwb0N87beG7mLC,0.691,0.569,101400,0.189,1e-05,9,0.359,-13.386,0,0.438,145.402,0.265
Directo al Corazón - En Vivo,646fi23Eemc3VaNkZf1bvI,0.778,0.581,364347,0.57,0.199,5,0.127,-12.174,1,0.0882,142.355,0.856
What Love Is - Syn Cole Remix,2w2XOemQhcOufiQsY7dYgp,0.000758,0.649,183693,0.902,9.96e-06,10,0.192,-4.042,0,0.0523,124.019,0.719
Bailando Sin Salir de Casa,5RB9hltroFf9K5g3UQ0gXk,0.00634,0.771,225653,0.865,9.55e-06,11,0.194,-6.602,0,0.0524,127.93,0.968
That's Hilarious,0wPKDeY4fZXT6k9bzV0kx0,0.739,0.713,144934,0.442,0.0,6,0.112,-5.909,1,0.0604,108.038,0.546
You Sound Good to Me,3aOnLQ7Q5bUxB8mqYWb7iX,0.0446,0.638,192653,0.893,1.59e-06,1,0.0847,-3.889,1,0.0461,92.018,0.87
Better,1VMIe90IettKQMuR13yUr9,0.18,0.707,199953,0.755,0.0,1,0.314,-3.685,0,0.0503,149.939,0.527
Carita de Inocente,30oZjF87SHCd0CE0ttGm5U,0.123,0.573,191209,0.691,0.0,10,0.0746,-5.142,0,0.0601,129.946,0.93
Biblical,2iLwlq72aijGUvczz0BByi,0.802,0.565,229673,0.272,0.0,4,0.111,-4.747,1,0.032,135.812,0.331
Electrico,4rSYy4Ela77TIWHrFz9SAX,0.034,0.635,204829,0.958,3.48e-06,9,0.146,-6.746,1,0.0811,148.046,0.73
Mejor Sin Ti,1KKHPcyP2uUPNFBccIHogf,0.42,0.477,185788,0.545,0.0,11,0.179,-5.848,1,0.038,149.805,0.336
Reino De La Verdad,1vS8B8bXupvFVdg9G9OEpE,0.0527,0.674,199227,0.821,0.089,8,0.132,-5.936,0,0.0277,123.987,0.877
Amen (Pre Fight Prayer) (with Lil Wayne),3e9R23BvUPW7gbPfboiDIx,0.287,0.647,121171,0.609,0.000282,9,0.837,-5.02,0,0.16,163.957,0.291
Son of Solomon,56qU5YEvROiJwJ7Gxw5JuW,0.825,0.518,261142,0.387,0.299,0,0.102,-10.882,1,0.0297,132.026,0.395
Muéveme,5CUZDLsPSK1ttlEt6gHThM,0.00168,0.837,245085,0.757,0.669,10,0.124,-7.787,0,0.0427,126.035,0.675
Y Como Te Olvido,5Pi7YhGmhGUunb82WJKOyT,0.319,0.67,220984,0.876,0.0,9,0.0798,-4.435,1,0.0702,137.897,0.659
Emotions,1UJrtE8B9ma5KLsojRCOe6,0.0636,0.548,192827,0.87,5.62e-06,3,0.29,-3.678,1,0.0418,91.949,0.658
Monos,3B8T0GLb0OsKxK9cn4DGvc,0.771,0.706,249318,0.451,0.000173,10,0.0679,-7.88,1,0.0719,116.151,0.383
Let Me Cry - Rat City Remix,4oUdKAmdRQHxOAFIkGyEYK,0.294,0.649,199560,0.826,0.0,0,0.368,-2.253,1,0.057,125.175,0.669
Still Independent,6MgEvT37AUEtSLZE4WI6mr,0.137,0.771,129528,0.774,0.0,1,0.309,-6.607,1,0.412,100.134,0.709
Fallas - En Vivo,1zBlGzFxtPzhfaplBJc6Wt,0.531,0.224,142724,0.723,0.704,4,0.403,-9.406,1,0.0703,86.339,0.438
Mi Forma de Ser - Versión Salsa,3ta0S68zmlDwhDhDhwjq2I,0.468,0.695,184941,0.843,0.0,11,0.391,-2.839,1,0.0507,169.986,0.874
Don't Break the Heart,4tS2pyUXiaTjHK7vCBomyF,0.029,0.726,229133,0.827,0.0,1,0.223,-3.941,0,0.0341,123.003,0.479
Heaven,3rCyHT4tLL29V48EBbQNms,0.232,0.545,205494,0.723,0.0,7,0.33,-4.189,1,0.0328,144.954,0.504
Ex,6uzOJPU6en8HTrQPb45Pkm,0.00129,0.554,239907,0.749,0.0605,0,0.265,-5.879,1,0.0262,98.977,0.762
Malinche,3WoLhFbxwjRK878vVvle0J,0.0112,0.638,296213,0.817,0.0125,6,0.312,-5.545,0,0.0362,155.99,0.92
Jesus Gave Me Water (Con Mercedes Cortés Alfaro y Egon Calle),0eKhzqxsE4P3XDObz5VByA,0.757,0.395,61560,0.251,0.0104,9,0.6,-11.611,1,0.0355,105.635,0.313
Escúchame Mi Amor - Versión Vals - Landó,3PlxStjPdiSSJEJsEpz3Xx,0.491,0.714,209455,0.719,0.0,9,0.16,-9.192,1,0.0466,110.14,0.779
Amsterdam,4Av7Vi2zGAQfPPxHXoH82Y,0.0569,0.69,149826,0.645,0.0,9,0.583,-5.738,1,0.307,104.93,0.38
Hiéreme Otra Vez,1qtQ2tDn25ooEr6pAmYUUn,0.671,0.595,266057,0.346,0.00233,0,0.0921,-14.076,1,0.0259,98.129,0.543
La Fila De Espera,6zEiPneLxMTzpIQHFVy1mD,0.441,0.686,173546,0.69,0.0,0,0.14,-4.133,1,0.0291,123.018,0.67
Intro - En Vivo,1AkXpEx20ovhbOS8vL2a5r,0.304,0.0961,80747,0.744,3.57e-06,8,0.957,-12.832,1,0.0682,84.122,0.107
Runaway,6kPHSByksvzjIq16gbBeQ3,0.788,0.35,148977,0.194,0.0,8,0.0865,-12.845,0,0.033,89.213,0.232
Give Me The Reason,1LfczmVqfIKzd8nvXuciNx,0.00633,0.592,234187,0.837,0.0,8,0.12,-4.341,1,0.17,121.897,0.287
Ahora Sé,0FlydCyK6l3v6GVsOgP7zf,0.512,0.552,220160,0.584,0.0,7,0.104,-5.496,1,0.0331,141.955,0.254
Normal Boy,7k5KUE2PyIllyNzgT7rMRQ,0.131,0.82,206720,0.546,2.52e-05,8,0.0394,-5.882,1,0.0734,139.994,0.84
TU REINO HA LLEGADO,4JbFrYqKxguxgMMiVslILl,0.00274,0.43,246515,0.752,2.79e-05,11,0.117,-4.551,1,0.0283,81.026,0.411
La Isla de Lesbos,47d5W5OAngTXGQC9PjEzUE,0.0297,0.75,189400,0.833,0.00225,10,0.797,-5.574,0,0.0325,107.039,0.623
Know My Island - Remix,2Hop0MXWovL0NG8iFg7tEf,0.00172,0.785,204632,0.588,0.00204,0,0.0878,-8.412,1,0.0908,94.974,0.456
Mi Chica Ska,1Pjv3zB9saQHYycR5RIez8,0.000813,0.571,224158,0.807,0.0,5,0.305,-3.981,1,0.0432,89.885,0.803
"Stronger - From ""Under the Sea: A Descendants Short Story""",6xjTZCCyLNEOw7AsGV8A5e,0.00493,0.718,255968,0.783,0.0,11,0.0858,-5.823,1,0.0462,122.961,0.54
Limpio - Nyqst Remix,1rpAz3JeOvwbBFtaMMrPpz,0.779,0.579,195153,0.315,0.00388,7,0.125,-9.101,1,0.0261,102.289,0.109
Box Otw,61vB4dFJiHhBwHsHrMgXZY,0.366,0.642,208000,0.794,0.0,5,0.146,-5.729,0,0.102,78.906,0.83
surrender,7JJCVi5wrDXqJwLjBV3HxC,0.938,0.394,170170,0.236,0.000333,1,0.125,-11.858,1,0.0397,78.77,0.139
Piensa en Mí,3yWyGwgpJwZzS2Uw4L5H3P,0.113,0.691,208225,0.569,0.000128,9,0.0735,-7.734,1,0.0642,182.01,0.89
Elefantes - En Vivo,5qZpkaNeGk1r3FKy4hKnQa,0.00155,0.223,373707,0.612,0.0692,4,0.968,-5.69,0,0.0351,146.153,0.0762
Woman I Love You,5uFX5YmgK8kY3xypC6kepO,0.592,0.738,195770,0.687,0.0,7,0.28,-4.175,1,0.0304,130.006,0.735
April Fool,6qKdIcR3J1FTmxelh7Fs4s,0.972,0.554,222907,0.205,0.00641,4,0.104,-15.722,1,0.0335,98.181,0.243
Me Vuelvo Loco,0zFWfzoHxNRV44mjQ8lrit,0.0595,0.306,256280,0.963,0.00021,2,0.157,-3.442,1,0.0766,179.213,0.731
Hungry (feat. Rick Ross),15Wb8YSplqsUHx5OL18Z7l,0.0261,0.688,203898,0.698,4.31e-06,1,0.254,-5.983,1,0.0687,116.545,0.16
Je marche seul - Live Un tour ensemble 2002,2qcgamAgC9nYoPqbQ9xXFi,0.402,0.508,191587,0.872,0.0,5,0.943,-7.632,1,0.0708,126.994,0.496
Roast Yourself,1yBajzrTsYlJsVjKhQngb0,0.648,0.713,181234,0.576,7.69e-06,1,0.189,-9.726,0,0.157,175.955,0.648
Vasos Vacíos - Remasterizado 2008,581VO74HnAVq02QF5ZN20X,0.349,0.707,279987,0.672,1.98e-05,7,0.382,-5.538,1,0.0352,134.639,0.963
Future Memories,4UMa4gdhtHPV7mDMoZoVDn,0.97,0.589,223282,0.112,0.000917,9,0.118,-18.8,1,0.0347,81.019,0.333
Roast Yourself,1FP4rlORAzCmuoU4MyM7f1,0.109,0.796,195600,0.818,0.0,4,0.0898,-6.245,0,0.165,100.005,0.8
"Quizás Si, Quizás No",3YHsivu2VRy4cZHHB1uNrC,0.0568,0.673,219680,0.825,0.0,0,0.0645,-3.598,0,0.0279,129.034,0.592
Dulce y Amargo,4MJcWskVDPktNlx97LGNgj,0.0829,0.514,252772,0.568,0.000151,2,0.105,-6.799,1,0.0357,164.788,0.168
Talk To Your Body,2mgMB8nfFk6D1C7QiEwtKM,0.188,0.785,168240,0.671,0.0,7,0.415,-5.187,1,0.242,96.063,0.601
mejores amigos,3UO6Hj6xtowWdanb3hs5QR,0.00518,0.605,173259,0.871,0.0,5,0.433,-2.888,1,0.0704,156.976,0.702
Canción Animal (Sinfónico en Vivo),0qpZH6fos3TXVZzSeotGle,0.338,0.213,343766,0.488,0.0103,4,0.716,-8.775,0,0.0454,99.449,0.159
Solo,3oA2dvG9iNJY865qSHWekF,0.0965,0.753,234199,0.704,0.00266,9,0.279,-7.734,0,0.0305,129.999,0.746
Back 2 Basics,2a8W8GMf5AuMaAYpSB8f65,0.0814,0.62,231772,0.691,1.67e-06,1,0.0996,-6.1,1,0.282,159.976,0.273
Barbie Prada,3bn4vpAHFxPYFDAewjCQlG,0.0147,0.795,179368,0.594,0.00172,9,0.0624,-11.183,0,0.0852,95.028,0.622
Kick That Wall Down,3M7RFb3olBdervYe97oGyG,0.014,0.94,205556,0.775,0.0,11,0.0725,-5.979,1,0.0517,108.015,0.423
Isla de Palma,27FtzxfzBsa6RSZLewEY62,0.38,0.881,217120,0.655,3.04e-06,4,0.294,-11.287,1,0.0326,118.031,0.87
Family,5fTumwCgaYIoGBO70HUvoV,0.144,0.45,244973,0.553,0.000404,6,0.231,-5.484,0,0.0476,100.126,0.22
Toxic,05MvS7aW44UFqvqK9rmhvS,0.483,0.764,250615,0.468,0.0,6,0.0977,-7.439,0,0.0272,107.033,0.705
Amarte sólo a ti,3ed0Vi2oAKXMLjsRFYCmYg,0.629,0.418,274333,0.381,2.18e-05,2,0.246,-8.632,0,0.0262,167.951,0.589
Fly Away,61JK4JM8zM5TiLXxkHQe2K,0.754,0.644,228500,0.387,0.0,8,0.103,-7.771,1,0.136,141.531,0.722
FREAK (feat. YUNGBLUD),7qn5ylWlm2dSZtdCEeMO99,0.00018,0.384,156795,0.916,0.0,11,0.297,-3.655,0,0.0844,151.999,0.445
En el Séptimo Día (SEP7IMO DIA),2OYXpaYf86alQxLNsv8zYD,0.000514,0.529,184547,0.935,0.0786,4,0.0778,-5.236,1,0.0335,106.047,0.729
La Vida Es un Musical - En Vivo,4AHx8exLjRFy3sO7I3ZnKf,0.0508,0.782,187364,0.744,4.3e-05,11,0.522,-6.742,0,0.0324,110.009,0.558
Cree,7KSWjNjPVrgj4R3OVB5MJL,0.00925,0.584,204375,0.892,0.0,2,0.159,-7.016,0,0.0306,103.999,0.894
Intro - Live,2Lo5f5rnIAX4g8Lzej6Wdj,0.000727,0.3,129150,0.923,0.936,1,0.634,-8.198,1,0.101,140.159,0.169
Rise Up,5UMTfKCerglC33IgnU3wPT,0.0843,0.674,226093,0.715,0.0,2,0.0441,-4.976,1,0.271,77.695,0.496
Genesis - Intro,3o7nmE9ESjgbut6Bm3JcKe,0.0811,0.766,148000,0.523,0.00314,0,0.0975,-11.074,1,0.0575,146.944,0.698
"Todo Pasa, Todo Queda",6uqLHgTFmwJI9vuMc1i3Wp,1.48e-05,0.383,150133,0.864,0.0446,4,0.482,-8.361,1,0.072,137.471,0.77
Así Nos Queremos,0mvGVXEih1HyeOyQieUx9u,0.543,0.73,160000,0.391,0.0,1,0.157,-10.637,1,0.269,149.988,0.888
She Ready,3HC3jGUFKcsgXIUY9PPpMl,0.0268,0.784,151875,0.727,0.0,9,0.197,-7.529,1,0.128,95.981,0.935
Intro,5yWYMzJDR9eyEJ10RrbC39,0.129,0.329,63722,0.611,0.000137,9,0.721,-11.17,1,0.0616,143.875,0.212
Ciudad Soledad,0FHiBufeXDPtmWmUQaoJwR,0.206,0.733,337438,0.563,0.0,0,0.163,-9.933,1,0.0313,110.039,0.461
Death and the Gunfighter,7IZfymQ3RmUxrrAAeaW1qv,0.0114,0.404,384449,0.627,0.867,10,0.104,-7.291,1,0.0272,99.956,0.263
Puntos Transparentes,4o5ktHevqmW6QHdlImUGxt,0.32,0.723,188530,0.844,0.0,11,0.093,-5.253,0,0.0979,112.07,0.702
Zebulon,22TTatdk4eLlsQ2mXKRozH,0.154,0.663,48893,0.33,0.0117,2,0.129,-12.361,1,0.45,121.947,0.0879
pienso en el final (intro),5RZR3iXgs7RUJcM0lWXYs5,0.246,0.719,58535,0.366,0.00876,5,0.0935,-11.181,1,0.0378,111.841,0.229
Quiero,0PelXOpAtZ5p8jyQ5qo6cQ,0.203,0.75,235947,0.846,0.0,0,0.13,-4.897,1,0.0313,129.898,0.928
On Repeat,0HGpMpt4OrGUtdHq8dVuPN,0.213,0.756,136417,0.73,0.00104,2,0.423,-6.48,1,0.132,121.949,0.668
Zun Da Da,6DxS2ZRl8G3EagHkovYXA2,0.266,0.782,304091,0.767,3.64e-05,9,0.0947,-7.981,0,0.0871,88.005,0.622
Tu Amore,7hrXASkpk8uB9k8JrO1rgp,0.000621,0.571,207307,0.798,0.0,10,0.278,-4.914,1,0.0345,113.978,0.468
Next - Bruno Martini Remix,3TQtw7FRHJd8kWZxk0TV2c,0.262,0.821,158903,0.775,1.27e-05,2,0.0754,-5.793,0,0.0631,125.996,0.9
Wild Heart,6GAbhMPzKAjUKIVH2RLpkJ,0.000542,0.603,191360,0.904,0.0,1,0.0681,-4.771,1,0.0318,119.011,0.785
Alma y libertad,5PXCDTgfRbugXOwAP7qxGE,0.0129,0.549,217846,0.849,0.0,2,0.101,-4.75,1,0.0694,89.999,0.758
When I Get There,24dotUzOINUEH3iTUlhDXX,0.78,0.562,200173,0.403,0.0,1,0.094,-5.441,1,0.0361,82.518,0.548
Victory Lap (feat. Stacy Barthe),6hkQ6OQ6nhe7QCckH91aGa,0.0423,0.597,238333,0.755,0.0,4,0.582,-2.209,0,0.052,89.146,0.0467
Backwards,0DsIoA5io9H9ViOl2YNLcR,0.0111,0.508,172500,0.661,0.0,1,0.315,-3.166,0,0.128,79.603,0.699
Hermosa Flor - Live,3dG6YbDEyxKnIt0K8xYQSI,0.928,0.455,120813,0.259,0.0,4,0.151,-10.027,1,0.0415,69.595,0.32
Sin Tu Cariño,7s3nvZt3vgAohOGOx3maEZ,0.879,0.462,241800,0.435,0.0,4,0.116,-10.307,1,0.0356,73.18,0.187
Et encore du vent for flute and accordion,7yaUbPe92k0vURO9HxNyMW,0.779,0.348,272787,0.00654,0.000872,11,0.144,-22.465,1,0.0883,169.321,0.0467
Yo Me Vi (Autorretrato),407UyTCSvaGgcyfHRtxchr,0.367,0.676,225827,0.562,1.14e-06,7,0.157,-4.731,1,0.0386,127.867,0.47
Quarantine - Original mix,47vhVJp4pNIc7UW0RKCaxu,0.00293,0.767,221247,0.752,0.244,1,0.34,-7.702,1,0.0763,124.995,0.185
El Mar de Gerardo,1cuVQ81HUd47NHdSdS4TJD,0.988,0.215,363832,0.0599,0.881,0,0.0976,-24.78,1,0.0412,72.019,0.0289
Veneno (feat. Bunbury),7J15CAQ6si8JwjEulNqUwv,0.432,0.372,220747,0.477,4.9e-06,2,0.111,-7.153,1,0.0391,131.427,0.487
Refugiados,4vOjcQVqj1zY7ZHEILVZ9X,0.371,0.523,207356,0.673,0.0,0,0.59,-7.031,1,0.0511,126.782,0.189
Intro,4cBDJmo9UOqB5Du5Dn8uOU,0.006,0.46,95501,0.494,0.923,0,0.162,-6.896,0,0.0323,125.053,0.125
Ready or Not,5xvUgoVED1F4mBu8FL0HaW,0.00351,0.715,200947,0.872,3.84e-05,2,0.107,-3.835,1,0.0509,93.043,0.748
Gracias a Dios,6fIEBZB2wtqiyk6Se7qPsK,0.0284,0.731,239412,0.854,0.0113,4,0.316,-3.962,1,0.0434,122.02,0.961
Por Amar al Amor,2h55PSMWlhxuVhQyTTbO5h,0.000995,0.665,228515,0.79,3.63e-06,5,0.125,-5.86,0,0.0262,122.998,0.749
Viento del Sur,4aPZ6n8Z1th1qLkT0qgYYI,0.0522,0.698,252239,0.695,0.0,4,0.0844,-7.643,0,0.0545,105.043,0.673
No More Time - Live,46nsHk5u5SOZtN7jlous50,0.253,0.428,404625,0.526,0.0432,7,0.112,-11.971,1,0.0362,115.088,0.168
Lie To Me,3wQdxwz3iTJo8faBTeStw1,0.00184,0.738,151173,0.659,1.04e-05,2,0.0352,-5.392,1,0.254,103.96,0.577
Pele Ea (with Fiji),6pFLXGEEkrnSE2TyB3RnPc,0.0899,0.777,181935,0.573,0.0,10,0.0601,-8.956,1,0.0816,93.124,0.931
Wherever You Go,4H0iUwnJaY9Ev07IP6DW5j,0.0835,0.711,208947,0.724,0.0,7,0.0389,-4.809,1,0.106,104.048,0.478
Cuando Vuelvas,4b45qslk21HlD3yT915TZQ,0.0153,0.625,195293,0.94,3.83e-06,4,0.194,-4.088,0,0.0661,110.014,0.394
Píntate la Cara,4uGUaSPfmfH150njR9GMBf,0.0237,0.837,200047,0.646,0.0,4,0.0992,-10.107,0,0.158,104.968,0.66
Still Grind'n,7BJTpAu00SVaYVkcXq4oFa,0.0824,0.735,184026,0.749,0.0,8,0.239,-3.103,0,0.0699,83.921,0.4
Vamos Pa'lante,1L76Y2M4IkJZHnZqJmBexf,0.156,0.614,215853,0.809,0.0,11,0.063,-4.117,0,0.281,188.029,0.589
ARTE,7K31PMgPZhO5wnJlHjju7T,0.053,0.323,226192,0.631,3.43e-06,1,0.112,-6.705,1,0.0587,123.606,0.198
El Rey,1hhHhHNhQTTbAHqOKPBVwr,0.0521,0.535,207017,0.883,0.000173,4,0.244,-4.947,1,0.0312,132.036,0.867
Just You and I,4Zy49Z7qvCZhMDX4fmf1kq,0.42,0.57,174983,0.693,0.0,9,0.111,-5.75,1,0.305,91.921,0.562
School Girl,6UQCM8Ot2pMyzDdQRAS9VV,0.0152,0.807,219281,0.81,0.00155,0,0.0597,-7.05,1,0.037,106.99,0.679
Marry the Night (feat. Camila Mendes),4xD1rLQrFI6a7LLuMCXFmH,0.0108,0.694,217627,0.739,9.25e-05,0,0.181,-5.323,1,0.0565,130.891,0.396
Quiero Amborgesa,0vv1U2vCd7HEFrY4cNSOEj,0.0611,0.868,85724,0.645,0.00149,4,0.0842,-7.306,0,0.0885,120.04,0.964
Monster High Theme Song (From the 2022 Television Series),4jAijZd0ogXGF3ng27XCrL,0.01,0.679,144000,0.834,0.00107,11,0.199,-8.185,0,0.0416,134.996,0.717
dear L,0jjYq6uxZLCrQzo89Ym0Ea,0.394,0.752,199205,0.419,0.0,3,0.105,-7.675,0,0.0571,100.024,0.507
Solo en la Nada,771hIfNiKFAIpEp6N9VEbi,0.159,0.541,203802,0.632,0.0191,7,0.0975,-6.638,1,0.0319,123.974,0.445
Lucha De Gigantes,0CoKeEUNymgVlpC5mwRs1i,0.047,0.611,242467,0.623,0.000144,11,0.121,-7.916,0,0.026,113.514,0.159
Flor Primaveral,7hu3r3Y1h6eu5e07fFUZ5I,0.0781,0.544,212587,0.838,0.0,11,0.187,-7.472,1,0.045,152.083,0.47
Perfecto,7sImy9aRz4MUW8roTENAcK,0.0276,0.697,189066,0.703,0.0,2,0.188,-6.583,0,0.0449,100.099,0.592
Volo Del Calabrone,4HfeHdEZL4jqWuyFSJmfc7,0.00907,0.642,201627,0.673,0.0842,9,0.371,-10.738,1,0.0551,95.946,0.742
Quisiera ser,6HTsYjhPvUruUHVtRpg0o3,0.157,0.474,149803,0.549,0.0,0,0.347,-6.716,1,0.0314,169.695,0.392
Sleepwalker - Acoustic,1cJdLKNAfOrTlXwZG4PT4O,0.938,0.265,218450,0.165,0.0,2,0.114,-10.191,1,0.0291,77.541,0.117
VALIENTES,2OYuzRS6YaiQnvZ7rNiV6h,0.263,0.641,203649,0.683,0.0,8,0.12,-5.038,1,0.0766,162.809,0.865
Undercover Lover,0v1Yt7VZ6Q3qRM7iSHfJn2,0.574,0.769,215783,0.548,1.23e-06,7,0.0757,-6.942,1,0.0336,148.03,0.965
Tu Revolución,2Rex4r03BihJWxuDy2kQvJ,0.0421,0.512,212760,0.899,0.00373,4,0.124,-2.261,0,0.033,134.097,0.752
Vivo en San Telmo,44bV7aQJaRUFVyu2JbiOsh,0.913,0.74,204035,0.296,0.0,6,0.0796,-9.064,0,0.0571,105.538,0.587
Gang Gang,6kqPWdv1pNXp6A2CowGSFA,0.0157,0.832,135493,0.491,1.34e-05,8,0.651,-5.721,1,0.109,129.979,0.0561
Me Rindo Ante Ti,2LAuvKuDRifqajmDQ5XNB1,0.823,0.605,264916,0.354,1.76e-05,0,0.14,-9.922,1,0.0304,140.085,0.273
